-1,fist,0.0,-9.79818472752,fist
-1,sQlId@s,0.0,-19.5248012885,sQlId@s
-1,fl{k,0.0,-9.49531437518,fl{k
-1,flQts@m,0.0,-16.1945602744,flQts@m
-1,t{r5,0.0,-10.9803309087,t{r5
-1,skrVm,0.0,-10.9514806038,skrVm
-1,dEkP,0.0,-10.4183734935,dEkP
-1,{sf{lt,0.0,-16.782334194,{sf{lt
-1,imju,0.0,-13.2648260174,imju
-1,{nIs,0.0,-11.6402850807,{nIs
-1,mQsk,0.0,-12.2166476437,mQsk
-1,skwQS,0.0,-9.87652910427,skwQS
-1,gl#Id,0.0,-11.2568473537,gl#Id
-1,m@nIsk@s,0.0,-20.567817997,m@nIsk@s
-1,t5k@n,0.0,-12.4984275569,t5k@n
-1,pIstIl,0.0,-14.5437910903,pIstIl
-1,sp{z@m,0.0,-12.1493039834,sp{z@m
-1,$kId,0.0,-12.4630053015,$kId
-1,igrIt,0.0,-14.7728707766,igrIt
-1,m$tIs,0.0,-14.6200789327,m$tIs
-1,Srik,0.0,-11.5941680679,Srik
-1,k{mpQN,0.0,-15.1705973831,k{mpQN
-1,InhErIt,0.0,-16.9355813928,InhErIt
-1,k@nvIns,0.0,-16.7704618878,k@nvIns
-1,@k#Unt,0.0,-14.665172132,@k#Unt
-1,sk$n,0.0,-10.0448765504,sk$n
-1,s#Id,0.0,-8.68820234224,s#Id
-1,Tr#Iv,0.0,-12.3919255371,Tr#Iv
-1,h{m@k,0.0,-14.562078544,h{m@k
-1,gVzP,0.0,-9.60006316996,gVzP
-1,swQb,0.0,-9.89261617265,swQb
-1,gr#Ul,0.0,-11.4614306028,gr#Ul
-1,sItIzH,0.0,-16.5469697152,sItIzH
-1,klQp,0.0,-9.35856029414,klQp
-1,sl1t,0.0,-9.97043695826,sl1t
-1,S@l{k,0.0,-16.751297914,S@l{k
-1,h1vH,0.0,-9.87199688544,h1vH
-1,kw3k,0.0,-11.1048052394,kw3k
-1,bl5k,0.0,-10.9539494289,bl5k
-1,fQIl,0.0,-10.3049490572,fQIl
-1,hEmp,0.0,-10.3424155982,hEmp
-1,prInt,0.0,-10.8501403076,prInt
-1,b@bun,0.0,-14.7794061364,b@bun
